id,correct,expected,predicted,question,raw_response,time_s
28,false,"B","D","The following are multiple choice questions about Business Ethics. Answer with just the letter (A, B, C, or D).

Beyond the business case for engaging in CSR there are a number of moral arguments relating to: negative _______, the _______that corporations possess and the ________ of business and society.
A. Externalities, Power, Independence
B. Publicity, Insubstantial resources, Mutual dependence
C. Publicity, Power, Independence
D. Externalities, Power, Mutual dependence
Answer: D

_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.
A. Corporate social responsibility
B. Business ethics management
C. Sustainability
D. Environmental management
Answer: B

To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently
Answer: A

Three contrasting tactics that CSO's can engage in to meet their aims are ________ which typically involves research and communication, ________, which may involve physically attacking a company's operations or ________, often involving some form of _______.
A. Non-violent direct action, Violent direct action, Indirect action, Boycott
B. Indirect action, Instrumental action, Non-violent direct action, Information campaign
C. Indirect action, Violent direct action, Non-violent direct-action Boycott
D. Non-violent direct action, Instrumental action, Indirect action, Information campaign
Answer: C

In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .
A. Buycotts, Boycotts, Blockchain technology, Charitable donations
B. Buycotts, Boycotts, Digital technology, Increased Sales
C. Boycotts, Buyalls, Blockchain technology, Charitable donations
D. Boycotts, Buycotts, Digital technology, Increased Sales
Answer: D

_________ are individual beliefs about desirable behaviours and goals that are stable over time and which influence decision making.
A. Character traits
B. Personal values
C. Personal attitudes
D. Personal traits
Answer:","The user wants me to answer a multiple-choice question about Business Ethics.

**Question Analysis:**
The sentence is: ""_________ are individual beliefs about desirable behaviours and goals that are stable over time and which influence decision making.""

**Options:**
A. Character traits
B. Personal values
C. Personal attitudes
D. Personal traits

**Definitions:**
*   **Character traits:** These refer to personality characteristics (e.g., honesty, integrity, diligence). While they influence behavior, the definition provided focuses on ""beliefs about desirable behaviours and goals"".
*   **Personal values:** Values are defined as beliefs about what",1.829
29,false,"A","D","The following are multiple choice questions about Business Ethics. Answer with just the letter (A, B, C, or D).

Beyond the business case for engaging in CSR there are a number of moral arguments relating to: negative _______, the _______that corporations possess and the ________ of business and society.
A. Externalities, Power, Independence
B. Publicity, Insubstantial resources, Mutual dependence
C. Publicity, Power, Independence
D. Externalities, Power, Mutual dependence
Answer: D

_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.
A. Corporate social responsibility
B. Business ethics management
C. Sustainability
D. Environmental management
Answer: B

To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently
Answer: A

Three contrasting tactics that CSO's can engage in to meet their aims are ________ which typically involves research and communication, ________, which may involve physically attacking a company's operations or ________, often involving some form of _______.
A. Non-violent direct action, Violent direct action, Indirect action, Boycott
B. Indirect action, Instrumental action, Non-violent direct action, Information campaign
C. Indirect action, Violent direct action, Non-violent direct-action Boycott
D. Non-violent direct action, Instrumental action, Indirect action, Information campaign
Answer: C

In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .
A. Buycotts, Boycotts, Blockchain technology, Charitable donations
B. Buycotts, Boycotts, Digital technology, Increased Sales
C. Boycotts, Buyalls, Blockchain technology, Charitable donations
D. Boycotts, Buycotts, Digital technology, Increased Sales
Answer: D

_______ and _______ are both examples of _______ -based theories which are based on basic universal principles of right and wrong.
A. Ethics of duty, Ethics of rights and justice, Principle
B. Utilitarianism, Egoism, Principle
C. Ethics of duty, Utilitarianism, Consequentialist
D. Egoism, Ethics of rights and justice, Consequentialist
Answer:","The user wants me to answer a multiple-choice question about Business Ethics.

**Question Analysis:**
The sentence is: ""_______ and _______ are both examples of _______ -based theories which are based on basic universal principles of right and wrong.""

**Options Analysis:**
A. Ethics of duty, Ethics of rights and justice, Principle
B. Utilitarianism, Egoism, Principle
C. Ethics of duty, Utilitarianism, Consequentialist
D. Egoism, Ethics of rights and justice, Consequentialist

**Concept Check:**
1.  **Deontological vs. Con",1.915
30,false,"B","A","The following are multiple choice questions about Business Ethics. Answer with just the letter (A, B, C, or D).

Beyond the business case for engaging in CSR there are a number of moral arguments relating to: negative _______, the _______that corporations possess and the ________ of business and society.
A. Externalities, Power, Independence
B. Publicity, Insubstantial resources, Mutual dependence
C. Publicity, Power, Independence
D. Externalities, Power, Mutual dependence
Answer: D

_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.
A. Corporate social responsibility
B. Business ethics management
C. Sustainability
D. Environmental management
Answer: B

To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently
Answer: A

Three contrasting tactics that CSO's can engage in to meet their aims are ________ which typically involves research and communication, ________, which may involve physically attacking a company's operations or ________, often involving some form of _______.
A. Non-violent direct action, Violent direct action, Indirect action, Boycott
B. Indirect action, Instrumental action, Non-violent direct action, Information campaign
C. Indirect action, Violent direct action, Non-violent direct-action Boycott
D. Non-violent direct action, Instrumental action, Indirect action, Information campaign
Answer: C

In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .
A. Buycotts, Boycotts, Blockchain technology, Charitable donations
B. Buycotts, Boycotts, Digital technology, Increased Sales
C. Boycotts, Buyalls, Blockchain technology, Charitable donations
D. Boycotts, Buycotts, Digital technology, Increased Sales
Answer: D

When negotiating using unethical practices, businesses can risk _______, if the negotiations are part of a longer-term business association, as well as a ___________ and __________, as negotiations can impact company image and stymy progress.
A. Rigid negotiations, Enhanced reputation, Greater opportunities
B. Damaged relationships, Sullied reputation, Lost opportunities
C. Rigid negotiations, Sullied Reputation, Lost opportunities
D. Damaged relationships, Rigid negotiations, Lost opportunities
Answer:","The user wants me to answer a multiple-choice question about Business Ethics.

**Question Analysis:**
The sentence is: ""When negotiating using unethical practices, businesses can risk _______, if the negotiations are part of a longer-term business association, as well as a ___________ and __________, as negotiations can impact company image and stymie progress.""

I need to find the option that fits logically and contextually with business ethics concepts regarding negotiation risks.

**Option Analysis:**
A. Rigid negotiations, Enhanced reputation, Greater opportunities
   - ""Enhanced reputation"" and ""Greater opportunities"" are positive outcomes. Unethical practices lead",1.924
31,false,"C","D","The following are multiple choice questions about Business Ethics. Answer with just the letter (A, B, C, or D).

Beyond the business case for engaging in CSR there are a number of moral arguments relating to: negative _______, the _______that corporations possess and the ________ of business and society.
A. Externalities, Power, Independence
B. Publicity, Insubstantial resources, Mutual dependence
C. Publicity, Power, Independence
D. Externalities, Power, Mutual dependence
Answer: D

_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.
A. Corporate social responsibility
B. Business ethics management
C. Sustainability
D. Environmental management
Answer: B

To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently
Answer: A

Three contrasting tactics that CSO's can engage in to meet their aims are ________ which typically involves research and communication, ________, which may involve physically attacking a company's operations or ________, often involving some form of _______.
A. Non-violent direct action, Violent direct action, Indirect action, Boycott
B. Indirect action, Instrumental action, Non-violent direct action, Information campaign
C. Indirect action, Violent direct action, Non-violent direct-action Boycott
D. Non-violent direct action, Instrumental action, Indirect action, Information campaign
Answer: C

In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .
A. Buycotts, Boycotts, Blockchain technology, Charitable donations
B. Buycotts, Boycotts, Digital technology, Increased Sales
C. Boycotts, Buyalls, Blockchain technology, Charitable donations
D. Boycotts, Buycotts, Digital technology, Increased Sales
Answer: D

Cognitive ______ models such as the Theory of _________ serve to try and explain consumer behaviour, but arguably somewhat oversimplify and overestimate individual ________.
A. Decision, Market equilibrium, Rationality
B. Attitudinal, Planned Behaviour, Social pressures
C. Decision, Planned behaviour, Rationality
D. Attitudinal, Market equilibrium, Social pressures
Answer:","The user wants me to answer a multiple-choice question about Business Ethics.

**Question Analysis:**
The sentence is: ""Cognitive ______ models such as the Theory of _________ serve to try and explain consumer behaviour, but arguably somewhat oversimplify and overestimate individual ________.""

I need to fill in the three blanks with the correct terms from the options provided.

**Option Analysis:**
A. Decision, Market equilibrium, Rationality
B. Attitudinal, Planned Behaviour, Social pressures
C. Decision, Planned behaviour, Rationality
D. Attitudinal, Market equilibrium, Social pressures

**Knowledge Retrieval:**",1.917
32,true,"A","A","The following are multiple choice questions about Business Ethics. Answer with just the letter (A, B, C, or D).

Beyond the business case for engaging in CSR there are a number of moral arguments relating to: negative _______, the _______that corporations possess and the ________ of business and society.
A. Externalities, Power, Independence
B. Publicity, Insubstantial resources, Mutual dependence
C. Publicity, Power, Independence
D. Externalities, Power, Mutual dependence
Answer: D

_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.
A. Corporate social responsibility
B. Business ethics management
C. Sustainability
D. Environmental management
Answer: B

To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently
Answer: A

Three contrasting tactics that CSO's can engage in to meet their aims are ________ which typically involves research and communication, ________, which may involve physically attacking a company's operations or ________, often involving some form of _______.
A. Non-violent direct action, Violent direct action, Indirect action, Boycott
B. Indirect action, Instrumental action, Non-violent direct action, Information campaign
C. Indirect action, Violent direct action, Non-violent direct-action Boycott
D. Non-violent direct action, Instrumental action, Indirect action, Information campaign
Answer: C

In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .
A. Buycotts, Boycotts, Blockchain technology, Charitable donations
B. Buycotts, Boycotts, Digital technology, Increased Sales
C. Boycotts, Buyalls, Blockchain technology, Charitable donations
D. Boycotts, Buycotts, Digital technology, Increased Sales
Answer: D

The Anglo-American model being considered the best model in light of the recession in the late 2000s.
A. 1,2,3
B. 1,3,4
C. 2,3,4
D. 1,2,3,4
Answer:","The user wants me to answer a multiple-choice question about Business Ethics.
The question asks about the Anglo-American model and its consideration as the best model in light of the recession in the late 2000s.
However, the question text provided is incomplete. It says ""The Anglo-American model being considered the best model in light of the recession in the late 2000s."" followed by options A, B, C, D which are numbers (1,2,3,4).
This looks like a ""True/False"" or ""Select the correct statements"" question where the statements 1,",1.878
33,false,"C","A","The following are multiple choice questions about Business Ethics. Answer with just the letter (A, B, C, or D).

Beyond the business case for engaging in CSR there are a number of moral arguments relating to: negative _______, the _______that corporations possess and the ________ of business and society.
A. Externalities, Power, Independence
B. Publicity, Insubstantial resources, Mutual dependence
C. Publicity, Power, Independence
D. Externalities, Power, Mutual dependence
Answer: D

_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.
A. Corporate social responsibility
B. Business ethics management
C. Sustainability
D. Environmental management
Answer: B

To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently
Answer: A

Three contrasting tactics that CSO's can engage in to meet their aims are ________ which typically involves research and communication, ________, which may involve physically attacking a company's operations or ________, often involving some form of _______.
A. Non-violent direct action, Violent direct action, Indirect action, Boycott
B. Indirect action, Instrumental action, Non-violent direct action, Information campaign
C. Indirect action, Violent direct action, Non-violent direct-action Boycott
D. Non-violent direct action, Instrumental action, Indirect action, Information campaign
Answer: C

In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .
A. Buycotts, Boycotts, Blockchain technology, Charitable donations
B. Buycotts, Boycotts, Digital technology, Increased Sales
C. Boycotts, Buyalls, Blockchain technology, Charitable donations
D. Boycotts, Buycotts, Digital technology, Increased Sales
Answer: D

 _________, such as _______ and _______ are processes by which organisations implement environmental goals, policies and responsibilities and ensure regular auditing and reporting, which go beyond legal compliance.
A. Environmental management systems, SA8000, EMAS
B. Social accountability standards, ISO14001, SA8000
C. Environmental management systems, ISO14001, EMAS
D. Social accountability standards, EMAS, SA8000
Answer:","The user wants me to answer a multiple-choice question about Business Ethics.

**Question Analysis:**
The sentence is: ""_________, such as _______ and _______ are processes by which organisations implement environmental goals, policies and responsibilities and ensure regular auditing and reporting, which go beyond legal compliance.""

**Key Terms:**
1.  **Context:** Environmental goals, policies, responsibilities, auditing, reporting, beyond legal compliance.
2.  **Blank 1:** A general category of systems/processes.
3.  **Blank 2 & 3:** Specific examples of these systems.

**Evaluating the Options",1.91
34,true,"A","A","The following are multiple choice questions about Business Ethics. Answer with just the letter (A, B, C, or D).

Beyond the business case for engaging in CSR there are a number of moral arguments relating to: negative _______, the _______that corporations possess and the ________ of business and society.
A. Externalities, Power, Independence
B. Publicity, Insubstantial resources, Mutual dependence
C. Publicity, Power, Independence
D. Externalities, Power, Mutual dependence
Answer: D

_______ is the direct attempt to formally or informally manage ethical issues or problems, through specific policies, practices and programmes.
A. Corporate social responsibility
B. Business ethics management
C. Sustainability
D. Environmental management
Answer: B

To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently
Answer: A

Three contrasting tactics that CSO's can engage in to meet their aims are ________ which typically involves research and communication, ________, which may involve physically attacking a company's operations or ________, often involving some form of _______.
A. Non-violent direct action, Violent direct action, Indirect action, Boycott
B. Indirect action, Instrumental action, Non-violent direct action, Information campaign
C. Indirect action, Violent direct action, Non-violent direct-action Boycott
D. Non-violent direct action, Instrumental action, Indirect action, Information campaign
Answer: C

In contrast to _______, _______ aim to reward favourable behaviour by companies. The success of such campaigns have been heightened through the use of ___________, which allow campaigns to facilitate the company in achieving _________ .
A. Buycotts, Boycotts, Blockchain technology, Charitable donations
B. Buycotts, Boycotts, Digital technology, Increased Sales
C. Boycotts, Buyalls, Blockchain technology, Charitable donations
D. Boycotts, Buycotts, Digital technology, Increased Sales
Answer: D

In a business to business context, conflicts of interest can arise in two main ways: conflict of _______ and _______ interests, which might arise, for example, when a firm is hired as a supplier of professional services by another firm or conflict of _________ and ________ interests, such as where an individual's interests may conflict with that of their employer.
A. Professional, Organizational, Personal, Organizational
B. Professional, Individual, Personal, Organizational
C. Individual, Organizational, Organizational, Professional
D. Individual, Professional, Organizational, Personal
Answer:","The user wants me to answer a multiple-choice question about Business Ethics.

**Question Analysis:**
The question asks about conflicts of interest in a business-to-business (B2B) context.
It states there are two main ways conflicts arise:
1. Conflict of _______ and _______ interests (example: firm hired as supplier of professional services by another firm).
2. Conflict of _________ and ________ interests (example: individual's interests may conflict with that of their employer).

**Option Analysis:**
*   **A. Professional, Organizational, Personal, Organizational**
    *   First blank: """,1.924
35,true,"B","B","The following are multiple choice questions about Clinical Knowledge. Answer with just the letter (A, B, C, or D).

The energy for all forms of muscle contraction is provided by:
A. ATP.
B. ADP.
C. phosphocreatine.
D. oxidative phosphorylation.
Answer: A

What is the difference between a male and a female catheter?
A. Male and female catheters are different colours.
B. Male catheters are longer than female catheters.
C. Male catheters are bigger than female catheters.
D. Female catheters are longer than male catheters.
Answer: B

In the assessment of the hand function which of the following is true?
A. Abduction of the thumb is supplied by spinal root T2
B. Opposition of the thumb by opponens policis is supplied by spinal root T1
C. Finger adduction is supplied by the median nerve
D. Finger abduction is mediated by the palmar interossei
Answer: B

How many attempts should you make to cannulate a patient before passing the job on to a senior colleague, according to the medical knowledge of 2020?
A. 4
B. 3
C. 2
D. 1
Answer: C

Glycolysis is the name given to the pathway involving the conversion of:
A. glycogen to glucose-1-phosphate.
B. glycogen or glucose to fructose.
C. glycogen or glucose to pyruvate or lactate.
D. glycogen or glucose to pyruvate or acetyl CoA.
Answer: C

The frontal lobe of the brain's cortex is responsible for which of the following?
A. The sleep/wake cycle.
B. The ability to draw shapes.
C. Understanding others' speech.
D. Visual perception.
Answer:","The user wants me to answer a multiple-choice question about the function of the frontal lobe of the brain's cortex.

1.  **Analyze the question:** ""The frontal lobe of the brain's cortex is responsible for which of the following?""
2.  **Evaluate the options:**
    *   A. The sleep/wake cycle: This is primarily regulated by the brainstem (reticular activating system), hypothalamus, and thalamus, though the frontal lobe plays a role in alertness, it's not the primary definition.
    *   B. The ability to draw shapes: Drawing",1.836
36,false,"C","A","The following are multiple choice questions about Clinical Knowledge. Answer with just the letter (A, B, C, or D).

The energy for all forms of muscle contraction is provided by:
A. ATP.
B. ADP.
C. phosphocreatine.
D. oxidative phosphorylation.
Answer: A

What is the difference between a male and a female catheter?
A. Male and female catheters are different colours.
B. Male catheters are longer than female catheters.
C. Male catheters are bigger than female catheters.
D. Female catheters are longer than male catheters.
Answer: B

In the assessment of the hand function which of the following is true?
A. Abduction of the thumb is supplied by spinal root T2
B. Opposition of the thumb by opponens policis is supplied by spinal root T1
C. Finger adduction is supplied by the median nerve
D. Finger abduction is mediated by the palmar interossei
Answer: B

How many attempts should you make to cannulate a patient before passing the job on to a senior colleague, according to the medical knowledge of 2020?
A. 4
B. 3
C. 2
D. 1
Answer: C

Glycolysis is the name given to the pathway involving the conversion of:
A. glycogen to glucose-1-phosphate.
B. glycogen or glucose to fructose.
C. glycogen or glucose to pyruvate or lactate.
D. glycogen or glucose to pyruvate or acetyl CoA.
Answer: C

The smallest increments on a mercury and aneroid sphygmomanometer measure are:
A. 10 mmHg.
B. 4 mmHg.
C. 2 mmHg.
D. 1 mmHg.
Answer:","The user wants me to answer a multiple-choice question about the smallest increments on a mercury and aneroid sphygmomanometer.

1.  **Analyze the question:** ""The smallest increments on a mercury and aneroid sphygmomanometer measure are:""
2.  **Recall medical knowledge:**
    *   A sphygmomanometer is used to measure blood pressure.
    *   Standard mercury and aneroid sphygmomanometers typically have markings on the dial or column.
    *   The standard scale usually goes from 0 to 300 mmHg.
    *",1.816
37,false,"A","C","The following are multiple choice questions about Clinical Knowledge. Answer with just the letter (A, B, C, or D).

The energy for all forms of muscle contraction is provided by:
A. ATP.
B. ADP.
C. phosphocreatine.
D. oxidative phosphorylation.
Answer: A

What is the difference between a male and a female catheter?
A. Male and female catheters are different colours.
B. Male catheters are longer than female catheters.
C. Male catheters are bigger than female catheters.
D. Female catheters are longer than male catheters.
Answer: B

In the assessment of the hand function which of the following is true?
A. Abduction of the thumb is supplied by spinal root T2
B. Opposition of the thumb by opponens policis is supplied by spinal root T1
C. Finger adduction is supplied by the median nerve
D. Finger abduction is mediated by the palmar interossei
Answer: B

How many attempts should you make to cannulate a patient before passing the job on to a senior colleague, according to the medical knowledge of 2020?
A. 4
B. 3
C. 2
D. 1
Answer: C

Glycolysis is the name given to the pathway involving the conversion of:
A. glycogen to glucose-1-phosphate.
B. glycogen or glucose to fructose.
C. glycogen or glucose to pyruvate or lactate.
D. glycogen or glucose to pyruvate or acetyl CoA.
Answer: C

Performance enhancing synthetic steroids are based on the structure of the hormone:
A. testosterone.
B. cortisol.
C. progesterone.
D. aldosterone.
Answer:","The user wants me to answer a multiple-choice question about performance-enhancing synthetic steroids.

1.  **Analyze the question:** ""Performance enhancing synthetic steroids are based on the structure of the hormone:""
2.  **Evaluate the options:**
    *   A. testosterone: Anabolic steroids, which are used for performance enhancement, are synthetic derivatives of testosterone. They mimic the effects of testosterone (muscle growth, etc.).
    *   B. cortisol: This is a glucocorticoid involved in stress response and metabolism, not typically used for performance enhancement in the context of muscle building.
    *   C",1.813
38,false,"D","A","The following are multiple choice questions about Clinical Knowledge. Answer with just the letter (A, B, C, or D).

The energy for all forms of muscle contraction is provided by:
A. ATP.
B. ADP.
C. phosphocreatine.
D. oxidative phosphorylation.
Answer: A

What is the difference between a male and a female catheter?
A. Male and female catheters are different colours.
B. Male catheters are longer than female catheters.
C. Male catheters are bigger than female catheters.
D. Female catheters are longer than male catheters.
Answer: B

In the assessment of the hand function which of the following is true?
A. Abduction of the thumb is supplied by spinal root T2
B. Opposition of the thumb by opponens policis is supplied by spinal root T1
C. Finger adduction is supplied by the median nerve
D. Finger abduction is mediated by the palmar interossei
Answer: B

How many attempts should you make to cannulate a patient before passing the job on to a senior colleague, according to the medical knowledge of 2020?
A. 4
B. 3
C. 2
D. 1
Answer: C

Glycolysis is the name given to the pathway involving the conversion of:
A. glycogen to glucose-1-phosphate.
B. glycogen or glucose to fructose.
C. glycogen or glucose to pyruvate or lactate.
D. glycogen or glucose to pyruvate or acetyl CoA.
Answer: C

The complete resynthesis of phosphocreatine after very high intensity exercise normally takes:
A. about 10 seconds.
B. about 30 seconds.
C. about 1 minute.
D. about 4 minutes.
Answer:","The user wants me to answer a multiple-choice question about the resynthesis of phosphocreatine after exercise.

1.  **Analyze the question:** ""The complete resynthesis of phosphocreatine after very high intensity exercise normally takes:""
2.  **Recall/Search knowledge:**
    *   Phosphocreatine (PCr) is used for rapid energy regeneration during high-intensity, short-duration exercise.
    *   During recovery, PCr stores are replenished.
    *   The rate of resynthesis depends on the intensity of the exercise and the recovery period.
    *   Standard",1.838
39,false,"D","B","The following are multiple choice questions about Clinical Knowledge. Answer with just the letter (A, B, C, or D).

The energy for all forms of muscle contraction is provided by:
A. ATP.
B. ADP.
C. phosphocreatine.
D. oxidative phosphorylation.
Answer: A

What is the difference between a male and a female catheter?
A. Male and female catheters are different colours.
B. Male catheters are longer than female catheters.
C. Male catheters are bigger than female catheters.
D. Female catheters are longer than male catheters.
Answer: B

In the assessment of the hand function which of the following is true?
A. Abduction of the thumb is supplied by spinal root T2
B. Opposition of the thumb by opponens policis is supplied by spinal root T1
C. Finger adduction is supplied by the median nerve
D. Finger abduction is mediated by the palmar interossei
Answer: B

How many attempts should you make to cannulate a patient before passing the job on to a senior colleague, according to the medical knowledge of 2020?
A. 4
B. 3
C. 2
D. 1
Answer: C

Glycolysis is the name given to the pathway involving the conversion of:
A. glycogen to glucose-1-phosphate.
B. glycogen or glucose to fructose.
C. glycogen or glucose to pyruvate or lactate.
D. glycogen or glucose to pyruvate or acetyl CoA.
Answer: C

Most of the free fatty acids are transported in the blood:
A. inside the red blood cells.
B. as lipoproteins.
C. combined with glucose.
D. bound to albumin.
Answer:","The user wants me to answer a multiple-choice question about the transport of free fatty acids in the blood.

1.  **Analyze the question:** ""Most of the free fatty acids are transported in the blood:""
2.  **Evaluate the options:**
    *   A. inside the red blood cells. (Incorrect. Fatty acids are not transported inside RBCs.)
    *   B. as lipoproteins. (Incorrect context. Lipoproteins transport triglycerides and cholesterol, but ""free fatty acids"" specifically usually refers to non-esterified fatty acids (NEFA) bound to",1.782
40,false,"D","A","The following are multiple choice questions about Clinical Knowledge. Answer with just the letter (A, B, C, or D).

The energy for all forms of muscle contraction is provided by:
A. ATP.
B. ADP.
C. phosphocreatine.
D. oxidative phosphorylation.
Answer: A

What is the difference between a male and a female catheter?
A. Male and female catheters are different colours.
B. Male catheters are longer than female catheters.
C. Male catheters are bigger than female catheters.
D. Female catheters are longer than male catheters.
Answer: B

In the assessment of the hand function which of the following is true?
A. Abduction of the thumb is supplied by spinal root T2
B. Opposition of the thumb by opponens policis is supplied by spinal root T1
C. Finger adduction is supplied by the median nerve
D. Finger abduction is mediated by the palmar interossei
Answer: B

How many attempts should you make to cannulate a patient before passing the job on to a senior colleague, according to the medical knowledge of 2020?
A. 4
B. 3
C. 2
D. 1
Answer: C

Glycolysis is the name given to the pathway involving the conversion of:
A. glycogen to glucose-1-phosphate.
B. glycogen or glucose to fructose.
C. glycogen or glucose to pyruvate or lactate.
D. glycogen or glucose to pyruvate or acetyl CoA.
Answer: C

How long can a cannula remain in situ?
A. 24 hours.
B. 36 hours.
C. 48 hours.
D. 96 hours.
Answer:","The user wants me to answer a multiple-choice question about the duration a cannula can remain in situ.

1.  **Analyze the question:** ""How long can a cannula remain in situ?""
2.  **Recall medical guidelines:**
    *   Standard guidelines (e.g., CDC, Infusion Nurses Society, NHS guidelines) generally recommend replacing peripheral intravenous cannulas every 72 to 96 hours (3 to 4 days) to reduce the risk of phlebitis and infection.
    *   Some older guidelines suggested 48 hours, but current evidence-based practice often supports",1.823
41,false,"C","B","The following are multiple choice questions about Clinical Knowledge. Answer with just the letter (A, B, C, or D).

The energy for all forms of muscle contraction is provided by:
A. ATP.
B. ADP.
C. phosphocreatine.
D. oxidative phosphorylation.
Answer: A

What is the difference between a male and a female catheter?
A. Male and female catheters are different colours.
B. Male catheters are longer than female catheters.
C. Male catheters are bigger than female catheters.
D. Female catheters are longer than male catheters.
Answer: B

In the assessment of the hand function which of the following is true?
A. Abduction of the thumb is supplied by spinal root T2
B. Opposition of the thumb by opponens policis is supplied by spinal root T1
C. Finger adduction is supplied by the median nerve
D. Finger abduction is mediated by the palmar interossei
Answer: B

How many attempts should you make to cannulate a patient before passing the job on to a senior colleague, according to the medical knowledge of 2020?
A. 4
B. 3
C. 2
D. 1
Answer: C

Glycolysis is the name given to the pathway involving the conversion of:
A. glycogen to glucose-1-phosphate.
B. glycogen or glucose to fructose.
C. glycogen or glucose to pyruvate or lactate.
D. glycogen or glucose to pyruvate or acetyl CoA.
Answer: C

What must you ensure before a speaking valve is used?
A. That the patient is able to swallow properly.
B. It is seven days after the tracheostomy tube was first inserted.
C. The cuff is deflated.
D. The cuff is inflated.
Answer:","The user wants me to answer a multiple-choice question about the use of a speaking valve (Passy-Muir valve) in a patient with a tracheostomy.

1.  **Analyze the question:** ""What must you ensure before a speaking valve is used?""
2.  **Evaluate the options:**
    *   A. That the patient is able to swallow properly. (Swallowing ability is important for tracheostomy care, but not the primary prerequisite for *using* a speaking valve specifically, though it's part of the overall assessment).
    *   B. It is seven days after",1.821
